,NAME,STATE_NAME,FIPS,geometry,Date,Series_Complete_Pop_Pct,Series_Complete_Yes,POPESTIMATE2019,Minority_Pct
774071,Citrus,Florida,12017,"POLYGON ((-82.26533770761402 28.66207669270957, -82.4132383956109 28.66229489132366, -82.41212460876307 28.69258813224747, -82.63607575061503 28.69274893198587, -82.68138066247801 28.80838223072419, -82.63651903778047 28.81427794484412, -82.6366191749887 28.88470791944079, -82.75532222569177 29.00866032526377, -82.72999978956784 29.01811316375146, -82.7132608165418 29.03558423146277, -82.69066969659301 29.04096693018019, -82.60434800403526 29.01986388126414, -82.59609303035141 29.03249603725998, -82.5768587603539 29.03105821614548, -82.53593398363317 29.05335327600891, -82.46513894597061 29.05046654771548, -82.4310498158613 29.04170094161493, -82.41865911849327 29.02436176698802, -82.39683848002296 29.02235933364772, -82.36457274849366 29.0071946853801, -82.34541447502201 28.97633496728508, -82.32559279902136 28.97712865697325, -82.30597688866536 28.95864347338597, -82.26484479217881 28.8908304834494, -82.22677239767336 28.85293893684562, -82.20276946223785 28.84164234079043, -82.16606272581997 28.7968730826952, -82.19051506129756 28.75674360158786, -82.21424302089174 28.74782299780132, -82.2422281846426 28.72294788955791, -82.26533770761402 28.66207669270957))",2021-10-09,51.2,76683,149657,0.12510806471532665
774370,Sumter,Florida,12119,"POLYGON ((-81.95082528242104 28.95717845515077, -81.95338445377313 28.34280264742795, -81.95712309949506 28.3029102734091, -81.9802710092597 28.30551736349767, -81.99504925119719 28.32302210383462, -82.03133539061891 28.32052685866719, -82.05553626928908 28.31027110937231, -82.05452904335036 28.47440832301675, -82.05098916972774 28.52302667304599, -82.05839005021343 28.53199840741944, -82.09576764894199 28.53043589398203, -82.10598392355882 28.54684984846465, -82.12160936875721 28.54504349341362, -82.14341519127223 28.5700915753447, -82.21326454619492 28.57363450540565, -82.21974994569572 28.59359605231277, -82.26737474605265 28.64972894089022, -82.26533770761402 28.66207669270957, -82.2422281846426 28.72294788955791, -82.21424302089174 28.74782299780132, -82.19051506129756 28.75674360158786, -82.16606272581997 28.7968730826952, -82.20276946223785 28.84164234079043, -82.22677239767336 28.85293893684562, -82.26484479217881 28.8908304834494, -82.30597688866536 28.95864347338597, -81.95082528242104 28.95717845515077))",2021-10-09,74.2,98308,132420,0.13636784018743453
774670,Goliad,Texas,48175,"POLYGON ((-97.37594213635613 28.38213160071392, -97.38598243265101 28.39203218151443, -97.3933295923478 28.38853416555567, -97.40111921034541 28.40435309884135, -97.42473998738201 28.4099812450976, -97.44375258789476 28.39710498846795, -97.48499730636306 28.43623812248485, -97.50091995133567 28.44028899115245, -97.51922319913646 28.43381934007963, -97.52303794499232 28.44494063126537, -97.54516355384277 28.44912878063747, -97.55410534548143 28.46220308410989, -97.55795821911032 28.5077907424201, -97.57404901999494 28.52470040975606, -97.64144830287259 28.52252925065934, -97.67220301417967 28.53423002183019, -97.70274403382409 28.53488959086027, -97.72979869341863 28.5883079995754, -97.73861864195655 28.62662869084186, -97.78415195782939 28.66984128935613, -97.57601114979256 28.81645361089228, -97.42348114922375 28.92540688235363, -97.39829614921643 28.91515952531314, -97.38574558458271 28.91715278933846, -97.37939026502491 28.90414147957799, -97.32995102818681 28.8877759100682, -97.32413737166533 28.87431639175855, -97.30872572173769 28.86842124748306, -97.30220255709213 28.84483797657101, -97.25757746963865 28.84187286876591, -97.24942149347416 28.85268716921397, -97.23175155005545 28.85223331402449, -97.24010583208289 28.86714241296558, -97.22970679281494 28.86687546675038, -97.19480185269262 28.83749983077707, -97.19094136386994 28.8130581669316, -97.16457393666255 28.77792062667222, -97.16771735397137 28.74630949098521, -97.17953551309559 28.73467694573429, -97.16629838952723 28.72697731135318, -97.17649202577883 28.5935478745561, -97.16137047847201 28.58074056910293, -97.1560453340424 28.5387785201006, -97.37594213635613 28.38213160071392))",2021-10-09,0.0,0,7658,0.26882487164860236
774970,Seminole,Florida,12117,"POLYGON ((-81.40862736938944 28.78495830903744, -81.40633788986665 28.83173994684854, -81.35928552414546 28.86807348696633, -81.36188738202605 28.85760637719057, -81.34974125152819 28.84013764066103, -81.23003278802777 28.83085673978022, -81.22051141279591 28.8134756556854, -81.19031385393295 28.79388585456527, -81.13520533843128 28.7935003289038, -81.11331564517641 28.82432010608441, -81.070269700257 28.81198359574162, -81.05657488800024 28.7856819596643, -81.06170245182344 28.74774591339065, -81.03076471684504 28.71382468017314, -81.00632025558144 28.63648606707348, -80.98893254056956 28.61230544378272, -81.32485598969303 28.6084468717095, -81.32299415251578 28.6354997699667, -81.45520702325078 28.63826942113101, -81.45195652699243 28.70571662274513, -81.42329210867652 28.71841907682249, -81.40862736938944 28.78495830903744))",2021-10-09,54.6,257821,471826,0.384956334845473
775269,Live Oak,Texas,48297,"POLYGON ((-98.2389398790428 28.06093303536732, -98.33936781153851 28.06162855640076, -98.34210933310941 28.60641480645866, -98.1011443978022 28.78567786714519, -98.00736919185469 28.68707804739709, -98.0926599840277 28.65601608633212, -97.81322656052954 28.16987770735812, -97.89721992053492 28.11085363533985, -97.89799035020938 28.05888263148651, -98.2389398790428 28.06093303536732))",2021-10-09,0.0,0,12207,0.25725628584031757
775569,Orange,Florida,12095,"POLYGON ((-80.98893254056956 28.61230544378272, -80.97233830802972 28.59275377043561, -80.94958675097079 28.59132890033097, -80.93182526981441 28.56481947825148, -80.9339389782314 28.53547596078263, -80.92174684574651 28.53081639465167, -80.92032788130237 28.51879666601002, -80.88625408518874 28.50675388457082, -80.87088061483814 28.47527044584102, -80.89244207769916 28.45043978546343, -80.89808053295926 28.42308005188067, -80.89364020152318 28.40954603936232, -80.88110476366897 28.40210568419858, -80.87203356553979 28.34097572617326, -81.65911430157696 28.34366668700167, -81.65697008058075 28.57260085940682, -81.64965338165914 28.58520991080108, -81.65743553987507 28.59652189265598, -81.65796207613187 28.77807764471575, -81.40862736938944 28.78495830903744, -81.42329210867652 28.71841907682249, -81.45195652699243 28.70571662274513, -81.45520702325078 28.63826942113101, -81.32299415251578 28.6354997699667, -81.32485598969303 28.6084468717095, -80.98893254056956 28.61230544378272))",2021-10-09,59.9,835111,1393452,0.5595597758736925
775869,Bee,Texas,48025,"POLYGON ((-97.53147656399597 28.15636426104342, -97.55723379142287 28.12153542105503, -97.81322656052954 28.16987770735812, -98.0926599840277 28.65601608633212, -98.00736919185469 28.68707804739709, -97.91892778161137 28.71709304882509, -97.87662190919932 28.68594960000609, -97.83141687552437 28.66805011288865, -97.79386438635868 28.67555351356839, -97.78415195782939 28.66984128935613, -97.73861864195655 28.62662869084186, -97.72979869341863 28.5883079995754, -97.70274403382409 28.53488959086027, -97.67220301417967 28.53423002183019, -97.64144830287259 28.52252925065934, -97.57404901999494 28.52470040975606, -97.55795821911032 28.5077907424201, -97.55410534548143 28.46220308410989, -97.54516355384277 28.44912878063747, -97.52303794499232 28.44494063126537, -97.51922319913646 28.43381934007963, -97.50091995133567 28.44028899115245, -97.48499730636306 28.43623812248485, -97.44375258789476 28.39710498846795, -97.42473998738201 28.4099812450976, -97.40111921034541 28.40435309884135, -97.3933295923478 28.38853416555567, -97.38598243265101 28.39203218151443, -97.37594213635613 28.38213160071392, -97.53147656399597 28.15636426104342))",2021-10-09,0.0,0,32565,0.5056849293007376
776169,Hernando,Florida,12053,"POLYGON ((-82.05452904335036 28.47440832301675, -82.25074782516391 28.47548724574605, -82.25330326662517 28.43602577772721, -82.67347593590478 28.42851061753053, -82.63607575061503 28.69274893198587, -82.41212460876307 28.69258813224747, -82.4132383956109 28.66229489132366, -82.26533770761402 28.66207669270957, -82.26737474605265 28.64972894089022, -82.21974994569572 28.59359605231277, -82.21326454619492 28.57363450540565, -82.14341519127223 28.5700915753447, -82.12160936875721 28.54504349341362, -82.10598392355882 28.54684984846465, -82.09576764894199 28.53043589398203, -82.05839005021343 28.53199840741944, -82.05098916972774 28.52302667304599, -82.05452904335036 28.47440832301675))",2021-10-09,48.3,93654,193920,0.21601933012878183
776469,La Salle,Texas,48283,"POLYGON ((-98.80704525121567 28.06099944814587, -99.39022865530222 28.03603668746774, -99.39263277716429 28.2039133238947, -99.39366616414293 28.63680378124734, -98.80819509367495 28.63924888010459, -98.80704525121567 28.06099944814587))",2021-10-09,0.0,0,7520,0.5214585834333734
776768,McMullen,Texas,48311,"POLYGON ((-98.33936781153851 28.06162855640076, -98.80704525121567 28.06099944814587, -98.80819509367495 28.63924888010459, -98.34407783480387 28.63814042907282, -98.34210933310941 28.60641480645866, -98.33936781153851 28.06162855640076))",2021-10-09,0.0,0,743,0.31499999999999995
777067,Dimmit,Texas,48127,"POLYGON ((-99.39263277716429 28.2039133238947, -100.1107291303252 28.20328468187616, -100.1128599340752 28.63845902391534, -99.40972665966449 28.6382704572118, -99.39366616414293 28.63680378124734, -99.39263277716429 28.2039133238947))",2021-10-09,0.0,0,10124,0.5528728961114335
777366,Brevard,Florida,12009,"MULTIPOLYGON (((-80.78566240012438 28.78519401741687, -80.76241523382019 28.73633462319215, -80.83210394441659 28.78618611657608, -80.78566240012438 28.78519401741687)), ((-80.87089180451066 27.82333847086571, -80.87166891690622 28.08317686103575, -80.86032372866204 28.08314251495761, -80.86541114435468 28.32964266007431, -80.87203356553979 28.34097572617326, -80.88110476366897 28.40210568419858, -80.89364020152318 28.40954603936232, -80.89808053295926 28.42308005188067, -80.89244207769916 28.45043978546343, -80.87088061483814 28.47527044584102, -80.88625408518874 28.50675388457082, -80.92032788130237 28.51879666601002, -80.92174684574651 28.53081639465167, -80.9339389782314 28.53547596078263, -80.93182526981441 28.56481947825148, -80.94958675097079 28.59132890033097, -80.97233830802972 28.59275377043561, -80.98893254056956 28.61230544378272, -80.96570801263061 28.60994597700265, -80.96505782013166 28.78553462897615, -80.85070496183604 28.78569988386194, -80.74718987121835 28.39899236503665, -80.49224457978903 27.87017859543733, -80.50935794060806 27.82570871288599, -80.87089180451066 27.82333847086571)), ((-80.7258997579159 28.78436598165055, -80.57968917670556 28.59015403652064, -80.52594808062879 28.46346264752469, -80.58765586090995 28.40926018467272, -80.62163024507191 28.41265915130808, -80.57744668344652 28.54865345790159, -80.59912905693557 28.60392282494571, -80.66004314752857 28.61865112778918, -80.69188154753657 28.58835021986754, -80.780445267117 28.61896060512076, -80.7859302788123 28.68771627316291, -80.73499478590321 28.70661718416665, -80.75406841157442 28.73688390142227, -80.64119766684702 28.65734599963247, -80.7258997579159 28.78436598165055)), ((-80.68862385051675 28.58176437233427, -80.65379475150816 28.60089047549743, -80.60919282046031 28.57356653850591, -80.66273053387826 28.42741019612486, -80.66711056541241 28.30184129705538, -80.60557166629981 28.14494463039458, -80.72104349184721 28.38540100544665, -80.68862385051675 28.58176437233427)))",2021-10-09,56.5,340150,601942,0.2611751828186716
777667,Refugio,Texas,48391,"POLYGON ((-97.26055402613646 28.06501757666055, -97.26315578040897 28.08033483962835, -97.28038316191878 28.08952011025236, -97.28509059498217 28.10344311930282, -97.29608460364302 28.09820184561306, -97.30974139173483 28.10636870062583, -97.30478229464788 28.11636662121644, -97.31138181844756 28.13585504183141, -97.32020145616124 28.13423761611219, -97.31827880104169 28.11348652384006, -97.33239332962593 28.12350148795964, -97.34044238225303 28.11358173966454, -97.37082291298329 28.13135917646507, -97.3825341485701 28.11922506450435, -97.39630531998098 28.1241628701311, -97.39099519872282 28.11253239704175, -97.39646549807091 28.10208429934846, -97.42199369983948 28.11006605852833, -97.42132231948841 28.13213318061825, -97.44506519864595 28.13132431234653, -97.44313498013663 28.14416026543351, -97.46912853759143 28.15444025901883, -97.46915905017066 28.17054142071135, -97.49631990804603 28.15922348139192, -97.50810745098295 28.14431997728708, -97.51605735067857 28.15462494041942, -97.53147656399597 28.15636426104342, -97.37594213635613 28.38213160071392, -97.1560453340424 28.5387785201006, -97.11378567083352 28.54729847144615, -97.08226084067621 28.5299003956264, -97.07827053093071 28.54036180695783, -97.06023448836532 28.53756962103636, -97.0600360788943 28.54307975769078, -97.04714241610739 28.52663715557436, -97.02647421029835 28.52514571727905, -97.02283508013618 28.5107972416527, -96.95330696206202 28.49964719922507, -96.92288017032455 28.48176812289918, -96.91243523267765 28.48422658719861, -96.91260302596139 28.49388513952688, -96.89987679382993 28.50179085037686, -96.84528719939127 28.46571803998954, -96.83615471708345 28.44705708529646, -96.81457838646313 28.4289454088335, -96.78859943774744 28.44653443434261, -96.75936310283618 28.41119237173554, -96.77562195602474 28.39191158171063, -96.8537565381903 28.40527780094525, -96.78849339487871 28.35275301191036, -96.78653292281037 28.31314240006199, -97.11757881440495 28.2697051274287, -97.12516251134581 28.24415325121411, -97.10065655868739 28.2209532265858, -97.08879276020444 28.22062893329894, -97.05950317074064 28.20188612822356, -97.02383541613764 28.20008365847548, -97.13210471886634 28.1307169617882, -97.13568308289027 28.16209907181688, -97.16826088195312 28.15974944780429, -97.15732763943052 28.11667195422487, -97.26055402613646 28.06501757666055))",2021-10-09,0.0,0,6948,0.3811007268951194
777966,Pasco,Florida,12101,"POLYGON ((-82.10601448794209 28.17295740569845, -82.64674790077888 28.17270719218798, -82.77914410600945 28.17302744475976, -82.67347593590478 28.42851061753053, -82.25330326662517 28.43602577772721, -82.25074782516391 28.47548724574605, -82.05452904335036 28.47440832301675, -82.05553626928908 28.31027110937231, -82.05245403255083 28.25911260007346, -82.10519681298365 28.25758204972837, -82.10601448794209 28.17295740569845))",2021-10-09,51.3,284149,553947,0.2577101252734071
778266,Polk,Florida,12105,"POLYGON ((-81.56341271061905 27.64444487658843, -82.05741110928025 27.64187130371337, -82.06077132649411 28.16874682517727, -82.10601448794209 28.17295740569845, -82.10519681298365 28.25758204972837, -82.05245403255083 28.25911260007346, -82.05553626928908 28.31027110937231, -82.03133539061891 28.32052685866719, -81.99504925119719 28.32302210383462, -81.9802710092597 28.30551736349767, -81.95712309949506 28.3029102734091, -81.95338445377313 28.34280264742795, -81.8577638843329 28.3418860267542, -81.8570313752153 28.35887785529671, -81.79134136661878 28.35891846966363, -81.7874808777961 28.34084517999389, -81.65911430157696 28.34366668700167, -81.65979355614203 28.260421739954, -81.56431006019014 28.25832207043169, -81.51804506406432 28.18757894041664, -81.51612271976899 28.14056045453726, -81.45228641511555 28.13769367079901, -81.45037935301187 28.08053977640835, -81.34568670477378 28.08110604636341, -81.34864709841129 28.05221633227999, -81.37919594046566 28.01749224005934, -81.41262855798323 28.03996208675182, -81.42853617978442 28.0414936731777, -81.43618856888156 28.05375760606124, -81.45844394685079 28.05184272154759, -81.46080916387923 28.04548760920596, -81.43671510513838 28.03213843350031, -81.41696994370398 28.00329441057968, -81.38626097536371 27.99934626932227, -81.30860749731237 27.89222509951956, -81.29727002787007 27.86137465434759, -81.27089462284059 27.84373978226359, -81.24054424206129 27.84390757554731, -81.21332194459515 27.82299811832663, -81.19369878167362 27.78395983750593, -81.17502927931403 27.76707089178574, -81.16855947282909 27.73270538712605, -81.1532622062205 27.72055609658177, -81.14901261725764 27.68304924677483, -81.13349414740068 27.66535547349798, -81.13718689474366 27.643381546875, -81.56341271061905 27.64444487658843))",2021-10-09,49.1,355542,724777,0.3944742816317861
